Category,FullName,ShortName,address,geometry
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 23 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 23 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, улица Авиаконструктора Миля, дом 6, корпус 1",POINT(37.851913135 55.685208592)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Введенского, дом 14А",POINT(37.541143751 55.643226109)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 107 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Бестужевых, дом 15",POINT(37.605179721 55.870842474)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 12 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 12 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, 9-й проезд Марьиной Рощи, дом 8А, строение 1",POINT(37.611996557 55.801605054)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностическая поликлиника № 121 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ КДП № 121 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Венёвская улица, дом 27",POINT(37.553356962 55.542415976)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 62 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 62 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Чапаевский переулок, дом 4",POINT(37.519485512 55.801704781)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 107 ДЗМ,"город Москва, улица Декабристов, дом 24",POINT(37.607985015 55.861489975)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 22 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 22 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, улица Цюрупы, дом 30/63",POINT(37.565885331 55.667543834)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы». Рязановская поликлиника,ГБУЗ Поликлиника «Кузнечики» ДЗМ. Рязановская поликлиника,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, посёлок Знамя Октября, дом 5А",POINT(37.536722996 55.474197654)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 220 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 220 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Филёвский бульвар, дом 18",POINT(37.478989355 55.763903576)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, улица Академика Бакулева, дом 18",POINT(37.477021264 55.640897789)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 6 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 6 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, 3-й Михалковский переулок, дом 22",POINT(37.524990425 55.836584718)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Клинико-диагностический центр № 4 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 4 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Кастанаевская улица, дом 47",POINT(37.463183857 55.732331059)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 195 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 195 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, посёлок Рублёво, Советская улица, дом 2",POINT(37.352610384 55.784270675)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 5 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 5 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Ермолаевский переулок, дом 22-26, строение 2",POINT(37.594464126 55.766075453)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 46 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 46 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Рабочая улица, дом 34, строение 1",POINT(37.685397582 55.741659695)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 62 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 62 филиал № 3 ДЗМ,"город Москва, улица Куусинена, дом 6Б",POINT(37.519860089 55.783841978)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 134 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 134 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Новоясеневский проспект, дом 24, корпус 2",POINT(37.529724021 55.605145942)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 219 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, бульвар Яна Райниса, дом 4",POINT(37.431047518 55.85134454)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы. Рязановская поликлиника (врачебный участок),ГБУЗ Поликлиника «Кузнечики» ДЗМ. Рязановская поликлиника (врачебный участок),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, посёлок Фабрики имени 1 Мая, квартал Частный сектор, дом 6",POINT(37.502214533 55.488210596)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 2 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 2 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, микрорайон Северное Чертаново, корпус 805",POINT(37.59328514 55.633235185)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 191 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, Западная улица, дом 2",POINT(37.857956748 55.818363753)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 109 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 109 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, Шоссейная улица, дом 41",POINT(37.724640191 55.677919937)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, улица Каховка, дом 12А",POINT(37.579337239 55.654621395)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. М.П. Кончаловского Департамента здравоохранения города Москвы» филиал Поликлиническое отделение № 3,ГБУЗ ГКБ им. М.П. Кончаловского ДЗМ филиал Поликлиническое отделение № 3,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 225, строение 1",POINT(37.204548731 56.001007409)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 66 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 66 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 11Б",POINT(37.862348697 55.734725656)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 68 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 68 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большой Строченовский переулок, дом 23",POINT(37.632662199 55.727115632)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центр № 2 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 2 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Игральная улица, дом 8",POINT(37.714265342 55.814787203)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 134 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 134 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Тарусская улица, дом 6, корпус 1",POINT(37.534682572 55.610638937)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 36 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 36 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Новомарьинская улица, дом 2",POINT(37.747205217 55.650621638)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 64 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 64 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Ладожская улица, дом 4-6, строение 1",POINT(37.681319079 55.77122921)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. М.П. Кончаловского Департамента здравоохранения города Москвы» филиал Поликлиническое отделение № 5,ГБУЗ ГКБ им. М.П. Кончаловского ДЗМ филиал Поликлиническое отделение № 5,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 911",POINT(37.184019103 55.985352048)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 филиал № 8 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 филиал № 8 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Фёдора Полетаева, дом 6",POINT(37.775685132 55.71441341)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, деревня Марушкино, улица Липовая Аллея, дом 5",POINT(37.208083207 55.595710616)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 23 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 23 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 25, корпус 2, строение 1",POINT(37.810170877 55.699372364)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 209 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 209 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Раменки, дом 29",POINT(37.491066546 55.688904634)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы. Амбулатория Остафьево,ГБУЗ Поликлиника «Кузнечики» ДЗМ. Амбулатория Остафьево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, посёлок Остафьево, дом 31",POINT(37.485440766 55.500568713)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, 3-я Карачаровская улица, дом 11",POINT(37.751231208 55.735182771)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 68 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 68 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 38/1",POINT(37.584248258 55.72094818)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника «Троицкая» филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Коммунарка, улица Александры Монаховой, дом 84А",POINT(37.485976818 55.545605674)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Солнцевский проспект, дом 11А",POINT(37.404168917 55.648475247)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Клинико-диагностический центр № 4 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 4 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Физкультурный проезд, дом 6",POINT(37.501739748 55.751397746)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 69 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 69 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 31",POINT(37.823468798 55.754136018)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 180 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 180 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Дубравная улица, дом 41",POINT(37.356946233 55.842257862)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностическая поликлиника № 121 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ КДП № 121 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, 2-я Мелитопольская улица, дом 13",POINT(37.577153633 55.537000896)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностическая поликлиника № 121 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ КДП № 121 филиал № 1 ДЗМ,"город Москва, Плавский проезд, дом 3",POINT(37.534695501 55.548994955)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. М.П. Кончаловского Департамента здравоохранения города Москвы» филиал Поликлиническое отделение № 2,ГБУЗ ГКБ им. М.П. Кончаловского ДЗМ филиал Поликлиническое отделение № 2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 2042",POINT(37.173483386 55.971056125)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 67 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 67 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Павловская улица, дом 25, строение 20",POINT(37.628694211 55.713137473)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 филиал № 1 ДЗМ,"город Москва, Ереванская улица, дом 23",POINT(37.676671539 55.629192355)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 68 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 68 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Плющиха, дом 42, строение 1",POINT(37.575108431 55.740702492)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Домодедовская улица, дом 9",POINT(37.708807511 55.612235166)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 6 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, улица Вучетича, дом 7Б",POINT(37.556566875 55.807714327)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центр № 6 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 6 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Бескудниковский бульвар, дом 59, строение 1",POINT(37.537935276 55.871060681)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 36 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 36 филиал № 2 ДЗМ,"город Москва, 3-й квартал Капотня, дом 27",POINT(37.802888083 55.637421536)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 66 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 66 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Красносолнечная улица, дом 40А",POINT(37.84667988 55.71598656)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 46 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 46 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Воронцовская улица, дом 14, строение 1",POINT(37.65691929 55.737965335)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 170 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Варшавское шоссе, дом 148, корпус 1",POINT(37.601502712 55.601045334)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центр № 6 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 6 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Бескудниковский переулок, дом 5",POINT(37.557494454 55.864023171)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 191 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Алтайская улица, дом 13",POINT(37.818005741 55.820690654)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 7 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника «Троицкая» филиал № 7 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филимонковский, посёлок Птичное, Лесная улица, дом 86",POINT(37.214773629 55.526510605)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 69 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 69 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 17А",POINT(37.807403334 55.756406972)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 46 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 46 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Казакова, дом 17А",POINT(37.666283815 55.763728198)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 195 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 195 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молодогвардейская улица, дом 40, корпус 1",POINT(37.414307623 55.734569216)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно диагностическая поликлиника № 121 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ КДП № 121 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Академика Семёнова, дом 13, корпус 1",POINT(37.507091887 55.541152886)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 64 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 64 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, 2-я Пугачёвская улица, дом 8, строение 1",POINT(37.72521286 55.793408394)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центр № 6 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 6 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Керамический проезд, дом 49Б",POINT(37.564628388 55.874549045)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 67 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 67 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, улица Академика Миллионщикова, дом 3",POINT(37.652650122 55.672778834)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 109 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 109 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Армавирская улица, дом 2/20",POINT(37.753224671 55.675963234)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 45 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 45 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Флотская улица, дом 9, строение 1",POINT(37.501063911 55.854552877)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 115 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 115 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, проспект Маршала Жукова, дом 64, корпус 1",POINT(37.457788568 55.778924843)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 109 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 109 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Трофимова, дом 26, строение 8",POINT(37.681219942 55.70212736)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 197 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 197 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Новоорловская улица, дом 4",POINT(37.364829695 55.638335966)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 70 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 70 ДЗМ,"город Москва, улица Скульптора Мухиной, дом 14",POINT(37.340181585 55.63888171)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 36 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 36 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Перервинский бульвар, дом 4, корпус 2",POINT(37.762730984 55.662029442)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 62 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 62 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Демьяна Бедного, дом 8",POINT(37.488071228 55.772150043)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника «Троицкая» филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вороново, посёлок ЛМС, микрорайон &quot;Центральный&quot;, дом 25А, строение 1",POINT(37.181572767 55.31865622)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 1 - Ватутинская поликлиника Департамента здравоохранения города Москвы» . Взрослое поликлиническое отделение,ГБУЗ Поликлиника «Троицкая» филиал № 1 Ватутинская поликлиника ДЗМ. Взрослое поликлиническое отделение,"Российская Федерация, город Москва, внутригородская территория городской округ Троицк, Нововатутинский проспект, дом 12А",POINT(37.35120187 55.519756607)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 12 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 12 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Бочкова, дом 5, корпус 3",POINT(37.631597163 55.809553419)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 2 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 2 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Азовская улица, дом 20, корпус 1",POINT(37.597741147 55.65531941)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, улица Вострухина, дом 5",POINT(37.797359063 55.719614643)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 218 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 218 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, улица Ротерта, дом 12",POINT(37.726026089 55.877142751)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 2 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 2 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Чертановская улица, дом 14",POINT(37.59732205 55.62964177)
