Category,FullName,ShortName,address,geometry
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Сормовская улица, дом 9",POINT(37.811637673 55.709186129)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. М.П. Кончаловского Департамента здравоохранения города Москвы» филиал Поликлиническое отделение № 4,ГБУЗ ГКБ им. М.П. Кончаловского ДЗМ филиал Поликлиническое отделение № 4,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1460, строение 1",POINT(37.163567245 55.984690055)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 134 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 134 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Профсоюзная улица, дом 154, корпус 4",POINT(37.50146038 55.622972323)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы. Амбулатория Щапово,ГБУЗ Поликлиника «Кузнечики» ДЗМ. Амбулатория Щапово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Краснопахорский, посёлок Курилово, Центральная улица, дом 2Б",POINT(37.40357029 55.417607628)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 115 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 115 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Твардовского, дом 10, строение 5",POINT(37.395861882 55.794112618)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 62 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 62 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 18А",POINT(37.577064648 55.782237913)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 111А",POINT(37.522514157 55.631660114)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 191 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, Сиреневый бульвар, дом 71А",POINT(37.826613325 55.805202368)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. В.В. Вересаева Департамента здравоохранения города Москвы» Поликлиническое отделение,ГБУЗ ГКБ им. В.В. Вересаева (Поликлиническое отделение) ДЗМ,"город Москва, Лобненская улица, дом 10",POINT(37.532654522 55.889762013)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. М.П. Кончаловского Департамента здравоохранения города Москвы» филиал Поликлиническое отделение № 1,ГБУЗ ГКБ им. М.П. Кончаловского ДЗМ филиал Поликлиническое отделение № 1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, Каштановая аллея, дом 2, строение 7",POINT(37.237677973 55.984598627)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 66 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 66 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 5",POINT(37.83005064 55.738618063)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 6 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 6 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, улица Немчинова, дом 14",POINT(37.564905542 55.823292109)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 45 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 45 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, 5-й Войковский проезд, дом 12",POINT(37.488453051 55.817790236)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 52 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 52 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 10",POINT(37.669243711 55.586231063)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филимонковский, посёлок Марьино, Светлый бульвар, дом 11",POINT(37.327945354 55.551057902)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 с поликлиническим отделением филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Шенкурский проезд, дом 8А",POINT(37.592658136 55.893459637)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 8 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 8 ДЗМ,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 16, корпус 1",POINT(37.463893989 55.67120109)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 22 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 22 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Вавилова, дом 61А",POINT(37.560147326 55.688714725)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 с поликлиническим отделением Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Абрамцевская улица, дом 16, строение 1",POINT(37.574521818 55.901879676)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 с поликлиническим отделением филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Инженерная улица, дом 3, строение 1",POINT(37.580641151 55.878359931)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-исследовательский центр Больница 52 Департамента здравоохранения города Москвы». Клинико-диагностическое отделение,ГБУЗ МКНИЦ Больница 52 ДЗМ. КДО,"город Москва, Пехотная улица, дом 3, строение 16",POINT(37.487914692 55.803372234)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 36 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 36 филиал № 1 ДЗМ,"город Москва, Новочеркасский бульвар, дом 48",POINT(37.738984952 55.645075908)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 12 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 12 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 3А, строение 1",POINT(37.579682484 55.814244896)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 175 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 175 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 16, корпус 2",POINT(37.829138894 55.776179395)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 7 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский филиал № 7 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, Насосная улица, дом 1А, строение 1",POINT(37.297888733 55.615784576)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы. Амбулатория Кленово,ГБУЗ Поликлиника «Кузнечики» ДЗМ. Амбулатория Кленово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вороново, село Кленово, улица Мичурина, дом 5",POINT(37.348637829 55.325664488)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника «Троицкая» филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Воскресенское, дом 37Б",POINT(37.457110456 55.523765336)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 180 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 180 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Кулакова, дом 23",POINT(37.393831863 55.803243025)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 8 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский филиал № 8 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, улица Лётчика Грицевца, дом 14",POINT(37.313243956 55.624683904)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 64 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 64 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Верхняя Красносельская улица, дом 21, строение 1",POINT(37.665261832 55.780869295)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 52 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 52 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Медынская улица, дом 7, корпус 1",POINT(37.649139065 55.584562856)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 6 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 6 филиал № 3 ДЗМ,"город Москва, 3-й Новомихалковский проезд, дом 3А, строение 1",POINT(37.542422878 55.839667691)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностическая поликлиника № 121 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ КДП № 121 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, улица Брусилова, дом 15, корпус 2",POINT(37.581668127 55.503112836)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Миклухо-Маклая, дом 29, корпус 2, строение 2",POINT(37.51785898 55.647674496)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы. Амбулатория Красная Пахра,ГБУЗ Поликлиника «Кузнечики» ДЗМ. Амбулатория Красная Пахра,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Краснопахорский, село Красная Пахра, Заводская улица, дом 17",POINT(37.275195322 55.431199188)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Домодедовская улица, дом 29, корпус 1",POINT(37.714518928 55.603925043)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» Департамента здравоохранения города Москвы». Рудневская амбулатория,ГБУЗ Поликлиника «Троицкая» ДЗМ. Рудневская амбулатория,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бекасово, деревня Яковлевское, дом 32",POINT(36.941831381 55.464884452)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 175 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 175 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Сиреневый бульвар, дом 30",POINT(37.802120863 55.802360336)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, улица Кошкина, дом 21",POINT(37.673676582 55.638744043)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 219 ДЗМ,"город Москва, бульвар Яна Райниса, дом 47",POINT(37.405638158 55.849520154)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 22 филиал №4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 22 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Архитектора Власова, дом 31",POINT(37.544907633 55.671643619)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филимонковский, город Московский, 3-й микрорайон, дом 7",POINT(37.34577969 55.596961919)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы». ФАП Былово,ГБУЗ Поликлиника «Кузнечики» ДЗМ. ФАП Былово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Краснопахорский, село Былово, дом 1Б, строение 1",POINT(37.242608049 55.447989199)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 220 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 220 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Поклонная улица, дом 8, корпус 3",POINT(37.529470282 55.737392627)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 филиал № 2 ДЗМ,"город Москва, Кавказский бульвар, дом 45",POINT(37.65044608 55.627623886)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 194 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 194 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Солнцевский проспект, дом 8",POINT(37.40007083 55.651883237)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 5 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 5 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Горлов тупик, дом 4",POINT(37.592605356 55.785864682)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Клинико-диагностический центр № 4 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 4 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 14, строение 4",POINT(37.431506477 55.721243283)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» Департамента здравоохранения города Москвы». Амбулатория «Рогово»,ГБУЗ Поликлиника «Троицкая» ДЗМ. Амбулатория Рогово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вороново, посёлок Рогово, Школьная улица, дом 8А",POINT(37.073239163 55.212969531)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 166 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, улица Кошкина, дом 21",POINT(37.673624271 55.638784301)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 67 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 67 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Варшавское шоссе, дом 19, строение 3",POINT(37.62302359 55.696381346)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 67 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 67 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 23, строение 177",POINT(37.655137015 55.695694782)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 68 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 68 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Малая Якиманка, дом 22, строение 1",POINT(37.616410695 55.737985717)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 филиал № 7 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 филиал № 7 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Есенинский бульвар, дом 9, корпус 1",POINT(37.77950737 55.701225034)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ДКЦ № 1 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Новаторов, дом 5",POINT(37.526670716 55.663529879)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 107 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, Уржумская улица, дом 4А",POINT(37.661991702 55.85212588)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 8 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 8 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 30",POINT(37.499226931 55.676119008)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 45 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 45 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Пулковская улица, дом 8, строение 1",POINT(37.488565995 55.845166678)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностический центра № 6 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ КДЦ № 6 филиал № 3 ДЗМ,"город Москва, Дубнинская улица, дом 40, корпус 2",POINT(37.560783455 55.889338054)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника «Кузнечики» ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Краснопахорский, посёлок Шишкин Лес, дом 32, строение 1",POINT(37.182618133 55.413001252)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 170 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, улица Газопровод, дом 11",POINT(37.608764018 55.589948876)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 212 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Юлиана Семёнова, дом 2",POINT(37.401511927 55.642869246)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 109 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 109 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Краснодарская улица, дом 63",POINT(37.771415403 55.676800835)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Консультативно-диагностическая поликлиника № 121 Департамента здравоохранения города Москвы»,ГБУЗ КДП № 121 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Южнобутовская улица, дом 87",POINT(37.52359641 55.534609328)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника №175 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 175 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 63",POINT(37.786118862 55.788770159)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 68 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 68 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большой Николопесковский переулок, дом 4, строение 1",POINT(37.590776089 55.750312916)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 107 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 107 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Пестеля, дом 6А",POINT(37.618174993 55.864552692)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 175 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 175 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Измайловский проспект, дом 91А",POINT(37.807875364 55.78952266)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 195 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 195 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, улица Крылатские Холмы, дом 51",POINT(37.412016709 55.763763168)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 115 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 115 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Исаковского, дом 16, корпус 2",POINT(37.407380028 55.81142927)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ Поликлиника г. Московский филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Коммунарка, Фитарёвская улица, дом 27, строение 1",POINT(37.476572454 55.564002747)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 219 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, улица Долгова, дом 1, корпус 4",POINT(37.455753215 55.829711074)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 с поликлиническим отделением филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Мурановская улица, дом 10А, строение 1",POINT(37.604482504 55.89396343)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 66 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 66 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 42",POINT(37.875021679 55.742635672)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 3 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 3 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Волжский бульвар, дом 9",POINT(37.746273725 55.71586889)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 220 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 220 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Расторгуевский переулок, дом 3",POINT(37.566382365 55.765274259)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 214 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 214 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Елецкая улица, дом 14",POINT(37.732226964 55.607203327)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 22 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 22 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кедрова, дом 24",POINT(37.576646212 55.681846228)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 67 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 67 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, улица Речников, дом 5",POINT(37.695173103 55.686042164)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 8 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 8 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Большая Очаковская улица, дом 38",POINT(37.448921506 55.678249276)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 5 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 5 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Протопоповский переулок, дом 19, строение 15",POINT(37.638211547 55.781060744)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 209 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ГП № 209 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Веерная улица, дом 34",POINT(37.478650096 55.712389531)
Поликлиника взрослая,Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр № 5 с поликлиническим отделением филиал № 7 Департамента здравоохранения города Москвы»,ГБУЗ ДЦ № 5 филиал № 7 ДЗМ,"город Москва, улица Грекова, дом 12",POINT(37.662972817 55.889308332)
