ticket_id,price,square,rooms,studio,floor,floors_total,building_year,metro,metro_dist,time_to_metro,address,keep,photo,url
,107285330,105.2,4,False,36,45.0,2026.0,метро Нагатинский Затон,500.0,8.0,"Москва, Нагатинский Затон, Корабельная 1",Не указано,https://cdn.esoft.digital/content/cluster/layouts/5c/f429725effe7de312af706634ebc12ab30c9ad5c.jpeg,
,18522000,36.0,1,False,5,24.0,2026.0,станция Новохохловская,800.0,12.0,"Москва, Текстильщики, 1-й Грайвороновский проезд 3ак3",Не указано,https://cdn.esoft.digital/content/cluster/layouts/9c/cef4cee7d56483d9895838cda525997ea4276e9c.jpeg,
,161690236,220.8,7,False,17,19.0,2025.0,метро Академическая,200.0,3.0,"Москва, Академический, Профсоюзная вл6",Не указано,https://cdn.esoft.digital/content/cluster/layouts/8e/5962aabb89fe0896dac6ea24b035b7a75b17828e.png,
,33378800,45.5,2,False,29,34.0,2025.0,метро Воронцовская,500.0,8.0,"Москва, Обручевский, Обручева 23с3",Не указано,https://cdn.esoft.digital/content/cluster/layouts/15/19baaa7b423c7917bf3ad04f0d717dde5801ac15.jpeg,
,39199903,77.9,3,False,4,20.0,2025.0,метро Нагатинская,500.0,8.0,"Москва, Нагатино-Садовники, Варшавское шоссе 37 корпус 4",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/14/ccfc32ea79c3c4b2741fe46c18edb1084c59be14.png,
,28800142,61.5,2,False,14,24.0,2025.0,метро Солнцево,700.0,11.0,"Москва, Солнцево, Производственная 15/2",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/a1/854d9c6e67a5337fa088bb594c2246a7ad7eb4a1.jpeg,
,31481108,54.7,2,False,32,32.0,2025.0,метро Верхние Лихоборы,700.0,11.0,"Москва, Западное Дегунино, Ильменский проезд 2",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/08/561684359bf9f0c57f7a09749c7e69f69a22e708.jpeg,
,20109180,58.0,3,False,14,19.0,2025.0,метро Потапово,2100.0,32.0,"Сосенское, проспект Куприна 11 корпус 2",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/b0/ba628c94423de02467eea988e1d7c5218e3c44b0.png,
,9916452,23.4,1,False,16,19.0,2025.0,метро Бунинская аллея,2700.0,41.0,"Сосенское, проспект Куприна 11 корпус 1",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/32/355d1ace51f692c5ee2b124db91c54df68070d32.png,
,25657344,69.6,3,False,3,9.0,2025.0,метро Потапово,1800.0,27.0,"Сосенское, проспект Куприна 9 корпус 1",Не указано,https://cdn.esoft.digital/content/cluster/layouts26/03/17/d73f5a9cbcc0106535c7e16aa8997d0e1cdba017.png,
,25578905,85.09,3,False,11,19.0,2025.0,метро Рассказовка,400.0,6.0,"Внуковское, Анны Ахматовой 11 корпус 6",Не указано,https://cdn.esoft.digital/content/cluster/layouts/78/8b855155b0d6126b3ae3101a41ea6913b9061978.png,
