ticket_id,price,square,rooms,studio,floor,floors_total,building_year,metro,metro_dist,time_to_metro,address,keep,photo,url
10623303.0,39000000,42.8,2,False,9,45.0,2026.0,станция Фили,400.0,6.0,"Москва, Дорогомилово, Кутузовский проезд 16а",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/d3/3f/a7a038a3b4e4a9b0c33679345a984f07d7003fd3.jpeg,https://msk.etagi.com/realty/10623303/
10536241.0,39000000,56.1,3,False,26,28.0,2026.0,станция Зорге,300.0,5.0,"Москва, Хорошёвский, Зорге 24с4",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/3c/fc/c591d8199622323394ab3d43a06e0cad6d58fc3c.jpeg,https://msk.etagi.com/realty/10536241/
10530854.0,14500000,53.88,2,False,16,16.0,2025.0,станция Новоподрезково,900.0,14.0,"Москва, ЖК Молжаниново, Ленинградское шоссе 229бк2",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/fc/89/46f89b4408c5e742e13ca02f2373739ee09789fc.jpeg,https://msk.etagi.com/realty/10530854/
10461163.0,17000000,38.7,1,False,22,40.0,2027.0,станция Новохохловская,900.0,14.0,"Москва, Текстильщики, 1-й Грайвороновский проезд 2/2",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/85/d1/fc672a0dadd16c5ab8b41460a7f2ceeef2a1d185.jpeg,https://msk.etagi.com/realty/10461163/
10377096.0,74000000,68.1,2,False,7,9.0,2025.0,станция Хорошёво,1200.0,18.0,"Москва, Хорошёво-Мнёвники, Шелепихинская набережная 38 корпус 8",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/94/9c/8f3036d29f5120dcb6508cf9928a5827b4e29c94.jpeg,https://msk.etagi.com/realty/10377096/
10365070.0,34800000,44.0,0,True,12,28.0,2025.0,станция Останкино,300.0,5.0,"Москва, Марфино, Академика Королёва 21кк21",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/c5/a3/40697a1a347a0149fb28c61f2acab20fee81a3c5.jpeg,https://msk.etagi.com/realty/10365070/
10225633.0,16700000,24.6,0,True,8,29.0,2026.0,метро Печатники,900.0,14.0,"Москва, Печатники, Южнопортовая 42 с4",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/d6/f9/83285f7fa3e5afdbf88e3378ae3a74a3fb05f9d6.jpeg,https://msk.etagi.com/realty/10225633/
9943091.0,13700000,23.6,0,True,28,33.0,2025.0,метро Бутырская,500.0,8.0,"Москва, Бутырский, Добролюбова 8 корпус 1",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/3b/af/a9aa573a5a1dd561828ef054ed81ee538a72af3b.jpeg,https://msk.etagi.com/realty/9943091/
9768299.0,24880000,50.9,2,False,2,30.0,2025.0,,,,"Москва, Очаково-Матвеевское, Озёрная 42с7",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/6a/a4/99a87d37c3ffc88390e58800c47fd8906904a46a.jpeg,https://msk.etagi.com/realty/9768299/
9694869.0,11880000,32.2,1,False,14,32.0,2026.0,метро Пятницкое шоссе,1600.0,24.0,"Москва, Митино, Муравская 38бк2",Не указано,https://cdn.esoft.digital/content/cluster/ecoobjects/70/47/461c0d5641145cc68ee1216f04b42f420dbf4770.jpeg,https://msk.etagi.com/realty/9694869/
