"id","Code","Name","global_id","Is net object","Operating company","Object type","Area","District","Address","Public phone","Seats amount","Presence of privileges","Longitude in WGS-84","Latitude in WGS-84","Geodata","Centroid"
3495,"00185464",Так сказала моя мама-Кофе и кухня,"905400367",нет,"",кафе,Центральный административный округ,Таганский район,"город Москва, Большой Симоновский переулок, дом 2",PublicPhone:(985) 924-85-61,"16",нет,"37.6728879153728540","55.7284010117685900","type:Point
coordinates:37.672887915,55.728401012","{type=Point, coordinates=[37.672887915, 55.728401012]}"
3496,"00180025",Домино Пицца,"905400374",да,Домино Пицца,ресторан,Новомосковский административный округ,Филимонковский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филимонковский, город Московский, 3-й микрорайон, дом 9",PublicPhone:(495) 900-01-67,"25",нет,"37.3422412354616430","55.5955065795638820","type:Point
coordinates:37.342241235,55.59550658","{type=Point, coordinates=[37.342241235, 55.59550658]}"
3497,"00174088",Бар-Шоп Бирстон,"905400389",нет,"",бар,Южный административный округ,район Нагатинский Затон,"город Москва, Коломенская улица, дом 12, корпус 1",PublicPhone:(985) 786-22-24,"16",нет,"37.6962660000000010","55.6806867356194960","type:Point
coordinates:37.696266,55.680686736","{type=Point, coordinates=[37.696266, 55.680686736]}"
3498,"00186965",ROLL & BEER,"905400399",нет,"",кафе,Новомосковский административный округ,район Коммунарка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Воскресенское, дом 39",PublicPhone:(967) 138-18-99,"36",нет,"37.4467310000000000","55.5316470000000000","type:Point
coordinates:37.446731,55.531647","{type=Point, coordinates=[37.446731, 55.531647]}"
3499,"00182025",ГугельБир,"905400415",нет,"",кафе,Новомосковский административный округ,район Коммунарка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Коммунарка, улица Александры Монаховой, дом 5, корпус 3",PublicPhone:(968) 741-88-18,"16",нет,"37.4736080000000000","55.5749610000000000","type:Point
coordinates:37.473608,55.574961","{type=Point, coordinates=[37.473608, 55.574961]}"
3500,"00189639",Бар Липа,"905400454",нет,"",бар,Новомосковский административный округ,район Коммунарка,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 8, корпус 2",PublicPhone:(495) 925-16-72,"20",нет,"37.4876220000000000","55.5699420000000000","type:Point
coordinates:37.487622,55.569942","{type=Point, coordinates=[37.487622, 55.569942]}"
3501,"000029467",Столовая в школе корп. 1816,"905400472",нет,"",столовая,Зеленоградский административный округ,район Крюково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1816",PublicPhone:(499) 738-00-55,"180",нет,"37.1655260000000000","55.9821378237256580","type:Point
coordinates:37.165526,55.982137824","{type=Point, coordinates=[37.165526, 55.982137824]}"
3502,"00179864",SUSHI HOT,"905400487",нет,"",кафетерий,Юго-Западный административный округ,район Южное Бутово,"город Москва, Скобелевская улица, дом 14",PublicPhone:(499) 793-04-27,"0",нет,"37.5542244241701790","55.5491010460265290","type:Point
coordinates:37.554224424,55.549101046","{type=Point, coordinates=[37.554224424, 55.549101046]}"
3503,"00181504",Столовая «Дежене»,"905400527",нет,"",столовая,Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица 1905 Года, дом 10, строение 1",PublicPhone:(925) 205-54-44,"48",нет,"37.5590178370705700","55.7681165168135280","type:Point
coordinates:37.559017837,55.768116517","{type=Point, coordinates=[37.559017837, 55.768116517]}"
3504,"00175186",Буфет ГАОУ «МГПУ институ специального образования и комплексной реабилитации»,"905400537",нет,"",столовая,Юго-Западный административный округ,Ломоносовский район,"город Москва, улица Панфёрова, дом 8, корпус 2",PublicPhone:(499) 132-74-69,"48",нет,"37.5424060083384890","55.6806010970791480","type:Point
coordinates:37.542406008,55.680601097","{type=Point, coordinates=[37.542406008, 55.680601097]}"
3505,"00173290",Кофейня,"905400543",нет,"",кафе,Центральный административный округ,район Замоскворечье,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Бахрушина, дом 12, строение 2",PublicPhone:(985) 366-91-81,"20",нет,"37.6348235814636850","55.7355946816651410","type:Point
coordinates:37.634823581,55.735594682","{type=Point, coordinates=[37.634823581, 55.735594682]}"
3506,"00179936",Кафе «ФО-НЭМ»,"905400563",нет,"",закусочная,Юго-Западный административный округ,район Зюзино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Азовская улица, дом 18",PublicPhone:(929) 962-24-06,"35",нет,"37.5977188542044800","55.6560084161576330","type:Point
coordinates:37.597718854,55.656008416","{type=Point, coordinates=[37.597718854, 55.656008416]}"
3507,"00182175",Столовая,"905400582",нет,"",столовая,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Живописная улица, дом 28",PublicPhone:нет телефона,"66",нет,"37.4553852553061470","55.7914979619135640","type:Point
coordinates:37.455385255,55.791497962","{type=Point, coordinates=[37.455385255, 55.791497962]}"
3508,"000029479",ГБОУ г. Москвы школа №1557,"905400635",нет,"",столовая,Зеленоградский административный округ,район Савёлки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 507",PublicPhone:(499) 734-25-20,"100",нет,"37.2296360000000060","55.9986188286099850","type:Point
coordinates:37.229636,55.998618829","{type=Point, coordinates=[37.229636, 55.998618829]}"
3509,"000023840",Глобус,"905400636",нет,"",столовая,Зеленоградский административный округ,район Матушкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 430А",PublicPhone:(499) 734-27-59,"40",нет,"37.2091410000000170","55.9947628274665660","type:Point
coordinates:37.209141,55.994762827","{type=Point, coordinates=[37.209141, 55.994762827]}"
3510,"000029475",ГБОУ г.Москвы школа № 609,"905400638",нет,"",столовая,Зеленоградский административный округ,район Савёлки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 341А",PublicPhone:(499) 734-20-95,"100",нет,"37.2187020000000000","55.9945988274179380","type:Point
coordinates:37.218702,55.994598827","{type=Point, coordinates=[37.218702, 55.994598827]}"
3511,"000029480",ГБОУ г.Москвы школа № 609,"905400645",нет,"",столовая,Зеленоградский административный округ,район Савёлки,"город Москва, город Зеленоград, корпус 314",PublicPhone:(499) 734-27-68,"180",нет,"37.2210539999999810","55.9979448284100630","type:Point
coordinates:37.221054,55.997944828","{type=Point, coordinates=[37.221054, 55.997944828]}"
3512,"00184265",Прогресс Кафе,"905400647",нет,"",кафе,Северный административный округ,район Сокол,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Волоколамское шоссе, дом 1, строение 1",PublicPhone:(925) 433-52-94,"25",нет,"37.5038418325271650","55.8061611527275260","type:Point
coordinates:37.503841833,55.806161153","{type=Point, coordinates=[37.503841833, 55.806161153]}"
3513,"00182207",ХИНКАЛИ,"905400652",нет,"",кафе,Южный административный округ,Донской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Севастопольский проспект, дом 6",PublicPhone:(977) 586-08-53,"35",нет,"37.6055046065205830","55.6908155234571960","type:Point
coordinates:37.605504607,55.690815523","{type=Point, coordinates=[37.605504607, 55.690815523]}"
3557,"00186961",Bosco Cafe,"905401370",нет,"",бар,Центральный административный округ,Тверской район,"город Москва, Красная площадь, дом 3",PublicPhone:нет телефона,"50",нет,"37.6215290000000020","55.7546607570236360","type:Point
coordinates:37.621529,55.754660757","{type=Point, coordinates=[37.621529, 55.754660757]}"
3514,"00181286",Алло Пицца,"905400655",да,Алло Пицца,предприятие быстрого обслуживания,Южный административный округ,Нагорный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Варшавское шоссе, дом 82",PublicPhone:(499) 619-93-77,"24",нет,"37.6187956813347810","55.6517683654670920","type:Point
coordinates:37.618795681,55.651768365","{type=Point, coordinates=[37.618795681, 55.651768365]}"
3515,"00175628",Yumbaker,"905400667",нет,"",кафе,Центральный административный округ,район Замоскворечье,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 66, строение 1",PublicPhone:(495) 136-68-31,"30",нет,"37.6266630000000000","55.7323470000000000","type:Point
coordinates:37.626663,55.732347","{type=Point, coordinates=[37.626663, 55.732347]}"
3516,"00174646",Джаз клуб ЭССЕ,"905400669",нет,"",ресторан,Центральный административный округ,район Замоскворечье,"город Москва, Пятницкая улица, дом 27, строение 3А",PublicPhone:(495) 951-96-60,"75",нет,"37.6288600947083440","55.7410836431281070","type:Point
coordinates:37.628860095,55.741083643","{type=Point, coordinates=[37.628860095, 55.741083643]}"
3517,"00173004",High Ground,"905400676",нет,"",бар,Южный административный округ,Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Кожевническая улица, дом 18",PublicPhone:(925) 333-22-18,"38",нет,"37.6479833258067490","55.7287480859294390","type:Point
coordinates:37.647983326,55.728748086","{type=Point, coordinates=[37.647983326, 55.728748086]}"
3518,"00185876",Michael Collins,"905400784",нет,"",кафе,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 21, строение 2",PublicPhone:(926) 592-76-20,"130",нет,"37.6206799478961220","55.7721154806072900","type:Point
coordinates:37.620679948,55.772115481","{type=Point, coordinates=[37.620679948, 55.772115481]}"
3519,"00173641",ВЕРАНДА 1.1 Депо Москва,"905400799",нет,"",ресторан,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3",PublicPhone:(495) 695-52-53,"500",нет,"37.5930109999999830","55.7802537644617050","type:Point
coordinates:37.593011,55.780253764","{type=Point, coordinates=[37.593011, 55.780253764]}"
3520,"00173666",СЫРОВАРНЯ,"905400815",да,Сыроварня,ресторан,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 4",PublicPhone:(495) 695-52-53,"95",нет,"37.5918344089363930","55.7794887963108790","type:Point
coordinates:37.591834409,55.779488796","{type=Point, coordinates=[37.591834409, 55.779488796]}"
3521,"00173646",Bocconcino,"905400817",да,Bocconcino,ресторан,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 4",PublicPhone:(495) 695-52-53,"84",нет,"37.5918344089363930","55.7794887963108790","type:Point
coordinates:37.591834409,55.779488796","{type=Point, coordinates=[37.591834409, 55.779488796]}"
3522,"00173631",Cыроварня,"905400821",нет,"",ресторан,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 4",PublicPhone:(495) 695-52-53,"95",нет,"37.5918344089363930","55.7794887963108790","type:Point
coordinates:37.591834409,55.779488796","{type=Point, coordinates=[37.591834409, 55.779488796]}"
3523,"00173636",ВЕРАНДА 5 PIEMAGGIO,"905400825",нет,"",ресторан,Центральный административный округ,Тверской район,"город Москва, Лесная улица, дом 20, строение 4",PublicPhone:(495) 695-52-53,"35",нет,"37.5918344089363930","55.7794887963108790","type:Point
coordinates:37.591834409,55.779488796","{type=Point, coordinates=[37.591834409, 55.779488796]}"
3524,"00173638",КРАБЫ КУТАБЫ,"905400829",нет,"",ресторан,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 4",PublicPhone:(495) 695-52-53,"180",нет,"37.5918344089363930","55.7794887963108790","type:Point
coordinates:37.591834409,55.779488796","{type=Point, coordinates=[37.591834409, 55.779488796]}"
3525,"00173639",ВЕРАНДА 9 Котельная,"905400834",нет,"",ресторан,Центральный административный округ,Тверской район,"город Москва, Лесная улица, дом 20, строение 5",PublicPhone:(495) 695-52-53,"54",нет,"37.5911098251206890","55.7792217134672230","type:Point
coordinates:37.591109825,55.779221713","{type=Point, coordinates=[37.591109825, 55.779221713]}"
3526,"00173640",ВЕРАНДА 8 Котельная,"905400838",нет,"",ресторан,Центральный административный округ,Тверской район,"город Москва, Лесная улица, дом 20, строение 5",PublicPhone:(495) 695-52-53,"54",нет,"37.5911098251206890","55.7792217134672230","type:Point
coordinates:37.591109825,55.779221713","{type=Point, coordinates=[37.591109825, 55.779221713]}"
3527,"00173645",ШЕФ АМАЗОНИЯ,"905400843",нет,"",ресторан,Центральный административный округ,Тверской район,"город Москва, Лесная улица, дом 20, строение 5",PublicPhone:(495) 695-52-53,"75",нет,"37.5911949999999920","55.7791657641451480","type:Point
coordinates:37.591195,55.779165764","{type=Point, coordinates=[37.591195, 55.779165764]}"
3530,"00175576",Зеленая собака,"905400858",нет,"",ночной клуб (дискотека),Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Кузнецкий Мост, дом 3, строение 2",PublicPhone:(495) 350-11-11,"80",нет,"37.6171413927528850","55.7614574432119600","type:Point
coordinates:37.617141393,55.761457443","{type=Point, coordinates=[37.617141393, 55.761457443]}"
3531,"00182548",Кинза,"905400869",нет,"",кафе,Северо-Восточный административный округ,район Отрадное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Алтуфьевское шоссе, дом 16",PublicPhone:(903) 014-90-60,"43",нет,"37.5856085928813780","55.8573201197062090","type:Point
coordinates:37.585608593,55.85732012","{type=Point, coordinates=[37.585608593, 55.85732012]}"
3532,"00175635",Свои люди,"905400872",нет,"",кафе,Северо-Восточный административный округ,район Бибирево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Белозерская улица, дом 17Г",PublicPhone:(903) 190-78-69,"38",нет,"37.6197683890919450","55.8960476847737130","type:Point
coordinates:37.619768389,55.896047685","{type=Point, coordinates=[37.619768389, 55.896047685]}"
3533,"00175638",Ани,"905400874",нет,"",кафе,Северо-Восточный административный округ,район Бибирево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Белозерская улица, дом 17Г",PublicPhone:(926) 789-20-30,"98",нет,"37.6197683890919450","55.8960476847737130","type:Point
coordinates:37.619768389,55.896047685","{type=Point, coordinates=[37.619768389, 55.896047685]}"
3534,"00175471",СТОЛОВАЯ ШКОЛА 1485 (Созвездие),"905400877",нет,"",столовая,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 3, корпус 4",PublicPhone:нет телефона,"150",нет,"37.4834809992854000","55.6535287700971000","type:Point
coordinates:37.483480999,55.65352877","{type=Point, coordinates=[37.483480999, 55.65352877]}"
3535,"00175527",Столовая,"905400894",нет,"",столовая,Северный административный округ,район Аэропорт,"город Москва, 2-й Балтийский переулок, дом 3",PublicPhone:(499) 151-12-87,"20",нет,"37.5232933898034060","55.8083934943679690","type:Point
coordinates:37.52329339,55.808393494","{type=Point, coordinates=[37.52329339, 55.808393494]}"
3536,"00185235",Суши Takamura,"905400922",нет,"",предприятие быстрого обслуживания,Южный административный округ,район Чертаново Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Россошанский проезд, дом 3",PublicPhone:(985) 858-16-67,"0",нет,"37.6091987578112990","55.6009019963085220","type:Point
coordinates:37.609198758,55.600901996","{type=Point, coordinates=[37.609198758, 55.600901996]}"
3537,"00173560",Шаурма,"905400924",нет,"",предприятие быстрого обслуживания,Юго-Западный административный округ,район Южное Бутово,"город Москва, Джанкойская улица, дом 1, строение 4",PublicPhone:нет телефона,"0",нет,"37.5719643739678230","55.5404345615020670","type:Point
coordinates:37.571964374,55.540434562","{type=Point, coordinates=[37.571964374, 55.540434562]}"
3538,"000027484",ГБОУ Школа № 319,"905401030",нет,"",столовая,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 29А",PublicPhone:(495) 462-40-48,"230",нет,"37.7789920000000020","55.8107477733461650","type:Point
coordinates:37.778992,55.810747773","{type=Point, coordinates=[37.778992, 55.810747773]}"
3539,"00175134",ВЕРАНДА,"905401044",нет,"",кафе,Юго-Западный административный округ,Академический район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кржижановского, дом 14, корпус 2",PublicPhone:(977) 660-71-49,"30",нет,"37.5680046165513280","55.6793858480310110","type:Point
coordinates:37.568004617,55.679385848","{type=Point, coordinates=[37.568004617, 55.679385848]}"
3540,"00185809",Столовая ГБОУ Школа № 1515,"905401076",нет,"",столовая,Северо-Западный административный округ,район Хорошёво-Мнёвники,"город Москва, бульвар Генерала Карбышева, дом 10, корпус 4",PublicPhone:(499) 197-44-52,"80",нет,"37.4744269999999990","55.7786207639866020","type:Point
coordinates:37.474427,55.778620764","{type=Point, coordinates=[37.474427, 55.778620764]}"
3541,"00177470",Столовая ГБОУ Школа № 1522 имени В.И.Чуркина,"905401078",нет,"",столовая,Северо-Западный административный округ,район Хорошёво-Мнёвники,"город Москва, улица Народного Ополчения, дом 16, корпус 4",PublicPhone:(499) 191-25-94,"80",нет,"37.4821642348199400","55.7728189660830440","type:Point
coordinates:37.482164235,55.772818966","{type=Point, coordinates=[37.482164235, 55.772818966]}"
3542,"00183999",СТОЛОВАЯ КОЛЛЕДЖ 46,"905401082",нет,"",столовая,Северо-Западный административный округ,район Хорошёво-Мнёвники,"город Москва, улица Паршина, дом 8",PublicPhone:нет телефона,"250",нет,"37.4588845822409340","55.7895941122722480","type:Point
coordinates:37.458884582,55.789594112","{type=Point, coordinates=[37.458884582, 55.789594112]}"
3543,"00188847",Dream Lounge Moscow Кальянная,"905401087",нет,"",кафе,Северо-Западный административный округ,район Щукино,"город Москва, улица Берзарина, дом 12",PublicPhone:(916) 394-91-55,"35",нет,"37.4893030000000000","55.7878307666670210","type:Point
coordinates:37.489303,55.787830767","{type=Point, coordinates=[37.489303, 55.787830767]}"
3544,"00187042",Хлебница пекарня,"905401156",да,Хлебница пекарня,магазин (отдел кулинарии),Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 9-я Парковая улица, дом 33",PublicPhone:нет телефона,"4",нет,"37.7986400000000060","55.7983327697261590","type:Point
coordinates:37.79864,55.79833277","{type=Point, coordinates=[37.79864, 55.79833277]}"
3545,"000023837",Школа № 842,"905401190",нет,"",столовая,Зеленоградский административный округ,район Матушкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 163",PublicPhone:(499) 734-11-36,"160",нет,"37.2109300000000050","56.0063868309145080","type:Point
coordinates:37.21093,56.006386831","{type=Point, coordinates=[37.21093, 56.006386831]}"
3546,"000023848",Школа № 618,"905401200",нет,"",столовая,Зеленоградский административный округ,район Матушкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 428А",PublicPhone:(499) 735-03-30,"100",нет,"37.2055909999999980","55.9935828271167470","type:Point
coordinates:37.205591,55.993582827","{type=Point, coordinates=[37.205591, 55.993582827]}"
3547,"000029477",ГБОУ г.Москвы школа № 854,"905401202",нет,"",столовая,Зеленоградский административный округ,район Савёлки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 621А",PublicPhone:(499) 734-15-93,"160",нет,"37.2336250000000110","55.9912318264198920","type:Point
coordinates:37.233625,55.991231826","{type=Point, coordinates=[37.233625, 55.991231826]}"
3548,"000029482",ГБОУ г.Москвы школа № 1557,"905401206",нет,"",столовая,Зеленоградский административный округ,район Савёлки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 344А",PublicPhone:(499) 734-10-11,"180",нет,"37.2218350000000060","55.9942618273180490","type:Point
coordinates:37.221835,55.994261827","{type=Point, coordinates=[37.221835, 55.994261827]}"
3549,"000023838",Школа № 842,"905401208",нет,"",столовая,Зеленоградский административный округ,район Матушкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 142",PublicPhone:(499) 734-14-76,"160",нет,"37.2118950000000000","56.0061540000000000","type:Point
coordinates:37.211895,56.006154","{type=Point, coordinates=[37.211895, 56.006154]}"
3550,"000029110",ГБОУ г.Москвы школа № 854,"905401210",нет,"",столовая,Зеленоградский административный округ,район Савёлки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 711",PublicPhone:(499) 734-14-20,"100",нет,"37.2322860000000090","55.9863028249593380","type:Point
coordinates:37.232286,55.986302825","{type=Point, coordinates=[37.232286, 55.986302825]}"
3551,"000023850",Гармония,"905401212",нет,"",столовая,Зеленоградский административный округ,район Матушкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 421А",PublicPhone:(499) 734-32-40,"40",нет,"37.2056409999999930","55.9971158281642470","type:Point
coordinates:37.205641,55.997115828","{type=Point, coordinates=[37.205641, 55.997115828]}"
3552,"000023378",Школа № 1353,"905401214",нет,"",столовая,Зеленоградский административный округ,район Матушкино,"город Москва, город Зеленоград, Берёзовая аллея, дом 9А",PublicPhone:(499) 736-26-36,"100",нет,"37.2035559999999920","55.9940808272643840","type:Point
coordinates:37.203556,55.994080827","{type=Point, coordinates=[37.203556, 55.994080827]}"
3553,"00184336",Сатва,"905401279",нет,"",кафе,Северный административный округ,Хорошёвский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Куусинена, дом 19А",PublicPhone:(499) 991-08-16,"20",нет,"37.5112381811525490","55.7880203022955570","type:Point
coordinates:37.511238181,55.788020302","{type=Point, coordinates=[37.511238181, 55.788020302]}"
3554,"000072081",Столовая в школе 1194,"905401340",нет,"",столовая,Зеленоградский административный округ,район Крюково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1548",PublicPhone:(499) 717-40-02,"100",нет,"37.1549360000000060","55.9793658229048250","type:Point
coordinates:37.154936,55.979365823","{type=Point, coordinates=[37.154936, 55.979365823]}"
3555,"00174063",Шашлычок,"905401344",нет,"",кафе,Зеленоградский административный округ,район Крюково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1543",PublicPhone:(901) 546-32-82,"16",нет,"37.1552600000000000","55.9784180000000000","type:Point
coordinates:37.15526,55.978418","{type=Point, coordinates=[37.15526, 55.978418]}"
3556,"00174064",Самихинкали,"905401347",нет,"",кафе,Зеленоградский административный округ,район Крюково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1543",PublicPhone:(905) 514-79-15,"44",нет,"37.1553000000000000","55.9785960000000000","type:Point
coordinates:37.1553,55.978596","{type=Point, coordinates=[37.1553, 55.978596]}"
3559,"00187204",Taboo bar wine,"905401407",нет,"",бар,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",PublicPhone:(495) 114-54-44,"15",нет,"37.6335040000000020","55.7573337577996850","type:Point
coordinates:37.633504,55.757333758","{type=Point, coordinates=[37.633504, 55.757333758]}"
3560,"00187503",СушиStore,"905401614",нет,"",предприятие быстрого обслуживания,Восточный административный округ,район Вешняки,"город Москва, Снайперская улица, дом 9А",PublicPhone:(963) 606-65-45,"6",нет,"37.8147780000000180","55.7212857473492420","type:Point
coordinates:37.814778,55.721285747","{type=Point, coordinates=[37.814778, 55.721285747]}"
3561,"00174432",Донер Кебаб,"905401695",нет,"",предприятие быстрого обслуживания,Южный административный округ,район Зябликово,"город Москва, Ореховый бульвар, дом 53, корпус 2",PublicPhone:нет телефона,"0",нет,"37.7486460315281890","55.6146874059278250","type:Point
coordinates:37.748646032,55.614687406","{type=Point, coordinates=[37.748646032, 55.614687406]}"
3562,"00183722",Кафе «Чинар»,"905401699",нет,"",кафе,Южный административный округ,район Бирюлёво Восточное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Липецкая улица, дом 32",PublicPhone:нет телефона,"18",нет,"37.6729466261308230","55.5897893627189250","type:Point
coordinates:37.672946626,55.589789363","{type=Point, coordinates=[37.672946626, 55.589789363]}"
3563,"00175940",ГБОУ Школа № 939,"905401711",нет,"",столовая,Южный административный округ,район Орехово-Борисово Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Борисовский проезд, дом 40, корпус 2",PublicPhone:(499) 745-03-54,"180",нет,"37.7265379617211350","55.6162870840276180","type:Point
coordinates:37.726537962,55.616287084","{type=Point, coordinates=[37.726537962, 55.616287084]}"
3564,"00175944",ГБОУ Школа № 937,"905401715",нет,"",столовая,Южный административный округ,район Орехово-Борисово Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Маршала Захарова, дом 25, корпус 2",PublicPhone:(968) 470-73-53,"200",нет,"37.7013980152294650","55.6192714805461180","type:Point
coordinates:37.701398015,55.619271481","{type=Point, coordinates=[37.701398015, 55.619271481]}"
3565,"00175974",ГБОУ Школа № 996,"905401718",нет,"",столовая,Южный административный округ,район Орехово-Борисово Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Борисовский проезд, дом 13",PublicPhone:(495) 390-07-09,"186",нет,"37.7238089300076140","55.6269037928841640","type:Point
coordinates:37.72380893,55.626903793","{type=Point, coordinates=[37.72380893, 55.626903793]}"
3566,"00190425",Beer Bar,"905401732",нет,"",бар,Южный административный округ,район Царицыно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Луганская улица, дом 10",PublicPhone:(969) 088-41-81,"44",нет,"37.6677079999999980","55.6224377188645530","type:Point
coordinates:37.667708,55.622437719","{type=Point, coordinates=[37.667708, 55.622437719]}"
3567,"00172883",Чайхона Ялла,"905401796",нет,"",кафе,Южный административный округ,район Орехово-Борисово Южное,"город Москва, улица Генерала Белова, дом 18Б",PublicPhone:нет телефона,"52",нет,"37.7227180000000080","55.6093397151090510","type:Point
coordinates:37.722718,55.609339715","{type=Point, coordinates=[37.722718, 55.609339715]}"
3568,"00185893",Relax Lounge,"905401863",нет,"",кафе,Северо-Восточный административный округ,Алексеевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Новоалексеевская улица, дом 12, строение 1",PublicPhone:(925) 050-62-40,"27",нет,"37.6446583323340680","55.8081527218375580","type:Point
coordinates:37.644658332,55.808152722","{type=Point, coordinates=[37.644658332, 55.808152722]}"
3569,"00175914",Столовая пр Центре проектного творчества Старт-Про,"905401866",нет,"",столовая,Центральный административный округ,Мещанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Протопоповский переулок, дом 5",PublicPhone:(926) 078-06-67,"20",нет,"37.6363200634399110","55.7805529268791740","type:Point
coordinates:37.636320063,55.780552927","{type=Point, coordinates=[37.636320063, 55.780552927]}"
3570,"00177650",Ирландский паб HARATS,"905401874",да,Ирландский паб,кафе,Западный административный округ,район Кунцево,"город Москва, Ярцевская улица, дом 22, строение 1",PublicPhone:(499) 750-14-44,"98",нет,"37.4135842476810010","55.7385630487911210","type:Point
coordinates:37.413584248,55.738563049","{type=Point, coordinates=[37.413584248, 55.738563049]}"
3571,"00173859",Taksim,"905401877",нет,"",кафе,Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 21, строение 1",PublicPhone:(925) 728-12-33,"42",нет,"37.5957738256065210","55.7506242270088490","type:Point
coordinates:37.595773826,55.750624227","{type=Point, coordinates=[37.595773826, 55.750624227]}"
