id,Code,Name,global_id,Is net object,Operating company,Object type,Area,District,Address,Public phone,Seats amount,Presence of privileges,Longitude in WGS-84,Latitude in WGS-84,Geodata,Centroid
11755,437045,Ресторан «Гогиели»,2654756947,нет,,ресторан,Центральный административный округ,Таганский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Марксистская улица, дом 9",PublicPhone:(495) 676-94-54,50,нет,37.66918799999999,55.73510675135202,"type:Point
coordinates:37.669188,55.735106751","{type=Point, coordinates=[37.669188, 55.735106751]}"
11756,437058,Vino e Cucina,2654756950,нет,,ресторан,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Шелепихинская набережная, дом 34, корпус 1",PublicPhone:нет телефона,52,нет,37.512983,55.761261758940456,"type:Point
coordinates:37.512983,55.761261759","{type=Point, coordinates=[37.512983, 55.761261759]}"
11757,436662,Еж и устрица,2654756960,нет,,ресторан,Северо-Восточный административный округ,Бутырский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Новодмитровская улица, дом 2, корпус 5",PublicPhone:(995) 116-02-20,32,нет,37.591756,55.802759771016525,"type:Point
coordinates:37.591756,55.802759771","{type=Point, coordinates=[37.591756, 55.802759771]}"
11758,385274,The Бык,2654757007,нет,,ресторан,Южный административный округ,Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Большая Тульская улица, дом 13",PublicPhone:(495) 988-17-17,50,нет,37.622107,55.70876974372861,"type:Point
coordinates:37.622107,55.708769744","{type=Point, coordinates=[37.622107, 55.708769744]}"
11759,436479,Биршоп,2654757102,нет,,бар,Северный административный округ,район Ховрино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, улица Лавочкина, дом 34",PublicPhone:(909) 909-33-25,8,нет,37.49359700000001,55.856219786638896,"type:Point
coordinates:37.493597,55.856219787","{type=Point, coordinates=[37.493597, 55.856219787]}"
11760,437042,Лапшичка-Summer Punch,2654757108,нет,,бар,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 13",PublicPhone:нет телефона,36,нет,37.613333,55.76230875924459,"type:Point
coordinates:37.613333,55.762308759","{type=Point, coordinates=[37.613333, 55.762308759]}"
11762,437129,ПРАВDА Кофе,2654757198,да,ПРАВDА Кофе,кафе,Центральный административный округ,Таганский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Международная улица, дом 9",PublicPhone:нет телефона,0,нет,37.68352,55.74578675444853,"type:Point
coordinates:37.68352,55.745786754","{type=Point, coordinates=[37.68352, 55.745786754]}"
11763,437134,Кафе Рахат,2654757201,нет,,кафе,Северо-Восточный административный округ,район Марьина Роща,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Сущёвский Вал, дом 46",PublicPhone:(999) 826-49-09,92,нет,37.612854000000006,55.79266976807622,"type:Point
coordinates:37.612854,55.792669768","{type=Point, coordinates=[37.612854, 55.792669768]}"
11764,437192,One Price COFFEE,2654757211,нет,,кафе,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, проспект Вернадского, дом 86А",PublicPhone:нет телефона,10,нет,37.481034,55.66299773052212,"type:Point
coordinates:37.481034,55.662997731","{type=Point, coordinates=[37.481034, 55.662997731]}"
11765,436967,Кафе Izakaya Danbam,2654757224,нет,,кафе,Юго-Западный административный округ,Ломоносовский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, проспект Вернадского, дом 29",PublicPhone:(999) 111-29-24,24,нет,37.515995999999994,55.68142173583144,"type:Point
coordinates:37.515996,55.681421736","{type=Point, coordinates=[37.515996, 55.681421736]}"
11766,436904,Like a bird coffee,2654757238,нет,,кафе,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 24",PublicPhone:(910) 712-63-26,6,нет,37.677894,55.77437176275071,"type:Point
coordinates:37.677894,55.774371763","{type=Point, coordinates=[37.677894, 55.774371763]}"
11767,436855,CRAB & CAVIER,2654757241,нет,,кафе,Центральный административный округ,район Хамовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Усачёва улица, дом 26",PublicPhone:нет телефона,8,нет,37.56779200000001,55.72751274915208,"type:Point
coordinates:37.567792,55.727512749","{type=Point, coordinates=[37.567792, 55.727512749]}"
11768,436834,КАФЕ,2654757257,нет,,кафе,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица Покрышкина, земельный участок 5",PublicPhone:нет телефона,28,нет,37.469319000000006,55.66435973091431,"type:Point
coordinates:37.469319,55.664359731","{type=Point, coordinates=[37.469319, 55.664359731]}"
11769,436313,Буханка,2654757285,да,Буханка,кафе,Северо-Восточный административный округ,Бутырский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Фонвизина, дом 18",PublicPhone:нет телефона,6,нет,37.591452,55.821079776361834,"type:Point
coordinates:37.591452,55.821079776","{type=Point, coordinates=[37.591452, 55.821079776]}"
11770,436748,UP Coffee,2654757300,нет,,кафе,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, Никулинская улица, дом 8, корпус 1",PublicPhone:(922) 280-11-78,6,нет,37.465171,55.66770973187916,"type:Point
coordinates:37.465171,55.667709732","{type=Point, coordinates=[37.465171, 55.667709732]}"
11780,440006,Com Pho,2655009920,нет,,ресторан,Северный административный округ,район Ховрино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Петрозаводская улица, дом 19, корпус 1",PublicPhone:(906) 011-13-21,42,нет,37.491402,55.86664678969448,"type:Point
coordinates:37.491402,55.86664679","{type=Point, coordinates=[37.491402, 55.86664679]}"
11781,437246,Zeа,2655009922,нет,,ресторан,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 2/1, строение 1",PublicPhone:(495) 104-45-90,191,нет,37.565824000000006,55.75121475602342,"type:Point
coordinates:37.565824,55.751214756","{type=Point, coordinates=[37.565824, 55.751214756]}"
11782,438477,Frank by Баста,2655009927,нет,,ресторан,Юго-Западный административный округ,Ломоносовский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, проспект Вернадского, дом 29",PublicPhone:(929) 672-90-43,36,нет,37.515995999999994,55.68142173583144,"type:Point
coordinates:37.515996,55.681421736","{type=Point, coordinates=[37.515996, 55.681421736]}"
11783,437207,Hookah place Mars,2655009974,нет,,бар,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 7/8, строение 1",PublicPhone:(977) 321-21-21,30,нет,37.63334,55.75766375789552,"type:Point
coordinates:37.63334,55.757663758","{type=Point, coordinates=[37.63334, 55.757663758]}"
11784,440309,Гастробар «Зори»,2655009978,нет,,бар,Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Столярный переулок, дом 3, корпус 14",PublicPhone:нет телефона,80,нет,37.56866348390615,55.76512693117713,"type:Point
coordinates:37.568663484,55.765126931","{type=Point, coordinates=[37.568663484, 55.765126931]}"
11785,440136,ЧАЛЭНД КИТАЙСКОЕ КАФЕ,2655009981,нет,,кафе,Западный административный округ,район Проспект Вернадского,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 41, строение 1",PublicPhone:(901) 147-59-25,10,нет,37.502643,55.67281373334975,"type:Point
coordinates:37.502643,55.672813733","{type=Point, coordinates=[37.502643, 55.672813733]}"
11786,440022,Кулинарная лавка братьев Караваевых,2655009982,да,Кулинарная лавка братьев Караваевых,кафе,Западный административный округ,район Раменки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, проспект Вернадского, владение 6, строение 3",PublicPhone:нет телефона,35,нет,37.53396500000001,55.69270773908813,"type:Point
coordinates:37.533965,55.692707739","{type=Point, coordinates=[37.533965, 55.692707739]}"
11787,439784,ЧАЙХАНА,2655009983,нет,,кафе,Северо-Восточный административный округ,район Северный,"город Москва, Челобитьевское шоссе, дом 10А",PublicPhone:нет телефона,36,нет,37.556803,55.914063,"type:Point
coordinates:37.556803,55.914063","{type=Point, coordinates=[37.556803, 55.914063]}"
11788,439785,Ресторан Cale,2655009984,нет,,кафе,Северный административный округ,Хорошёвский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 2",PublicPhone:(901) 147-90-28,50,нет,37.53808,55.789254,"type:Point
coordinates:37.53808,55.789254","{type=Point, coordinates=[37.53808, 55.789254]}"
11789,439836,Кафе Баку,2655009986,нет,,кафе,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Платовская улица, дом 4",PublicPhone:нет телефона,8,нет,37.55525800000001,55.74483975417384,"type:Point
coordinates:37.555258,55.744839754","{type=Point, coordinates=[37.555258, 55.744839754]}"
11790,437206,Кофе,2655009987,нет,,кафе,Центральный административный округ,Красносельский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Русаковская улица, дом 1",PublicPhone:(967) 169-11-95,0,нет,37.669406,55.7820497649843,"type:Point
coordinates:37.669406,55.782049765","{type=Point, coordinates=[37.669406, 55.782049765]}"
11791,437204,СУШИСЕТ,2655009996,нет,,кафе,Центральный административный округ,Красносельский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Русаковская улица, дом 1",PublicPhone:(985) 487-29-92,15,нет,37.669406,55.7820497649843,"type:Point
coordinates:37.669406,55.782049765","{type=Point, coordinates=[37.669406, 55.782049765]}"
11792,437283,Кафе,2655010001,нет,,кафе,Юго-Восточный административный округ,Южнопортовый район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Новоостаповская улица, дом 5, строение 2",PublicPhone:нет телефона,29,нет,37.676465,55.72419174819045,"type:Point
coordinates:37.676465,55.724191748","{type=Point, coordinates=[37.676465, 55.724191748]}"
11793,437296,Вкус Индии by Darbars,2655010003,нет,,кафе,Центральный административный округ,район Хамовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Усачёва улица, дом 26",PublicPhone:нет телефона,10,нет,37.56779200000001,55.72751274915208,"type:Point
coordinates:37.567792,55.727512749","{type=Point, coordinates=[37.567792, 55.727512749]}"
11794,437378,Кафе «УЮТ»,2655010005,нет,,кафе,Южный административный округ,район Братеево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Ключевая улица, дом 22, корпус 2",PublicPhone:(910) 435-83-67,42,нет,37.762239,55.63189272157828,"type:Point
coordinates:37.762239,55.631892722","{type=Point, coordinates=[37.762239, 55.631892722]}"
11795,438120,BR and ICE,2655010009,да,BR and ICE,кафе,Северо-Восточный административный округ,Останкинский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, 2-я Останкинская улица, дом 3",PublicPhone:нет телефона,35,нет,37.627218,55.825848,"type:Point
coordinates:37.627218,55.825848","{type=Point, coordinates=[37.627218, 55.825848]}"
11796,437999,Выпечка пекарня,2655010011,нет,,кафе,Южный административный округ,Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Мастеркова, дом 3",PublicPhone:нет телефона,2,нет,37.658945,55.70830474359418,"type:Point
coordinates:37.658945,55.708304744","{type=Point, coordinates=[37.658945, 55.708304744]}"
11797,438707,Кофейня,2655010014,нет,,кафе,Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Бронная улица, дом 23, строение 1",PublicPhone:нет телефона,0,нет,37.60134933455221,55.76371723124903,"type:Point
coordinates:37.601349335,55.763717231","{type=Point, coordinates=[37.601349335, 55.763717231]}"
11800,437265,ПИЦЦАН,2655010362,да,Домино Пицца,ресторан,Северный административный округ,Савёловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Башиловская улица, дом 3, корпус 1",PublicPhone:(495) 240-83-84,10,нет,37.57644911308103,55.79410224838891,"type:Point
coordinates:37.576449113,55.794102248","{type=Point, coordinates=[37.576449113, 55.794102248]}"
11809,441649,Му-Му,2656568433,да,Му-Му,ресторан,Центральный административный округ,район Замоскворечье,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Климентовский переулок, дом 10, строение 1",PublicPhone:нет телефона,160,нет,37.627789,55.741028753068655,"type:Point
coordinates:37.627789,55.741028753","{type=Point, coordinates=[37.627789, 55.741028753]}"
11810,441683,Бокал,2656568434,нет,,ресторан,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, улица Можайский Вал, дом 8",PublicPhone:(495) 642-24-64,18,нет,37.555189,55.743726753851035,"type:Point
coordinates:37.555189,55.743726754","{type=Point, coordinates=[37.555189, 55.743726754]}"
11811,441130,Ресторан Frank by Баста,2656568436,нет,,ресторан,Центральный административный округ,Красносельский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 24/2, строение 1",PublicPhone:(913) 793-15-08,84,нет,37.632622999999995,55.76984876143568,"type:Point
coordinates:37.632623,55.769848761","{type=Point, coordinates=[37.632623, 55.769848761]}"
11812,441262,Тануки,2656568438,да,Тануки,ресторан,Западный административный округ,район Ново-Переделкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Боровское шоссе, дом 31",PublicPhone:(499) 530-82-19,170,нет,37.361507,55.64243472460669,"type:Point
coordinates:37.361507,55.642434725","{type=Point, coordinates=[37.361507, 55.642434725]}"
11813,441466,Мята Platinum,2656568439,нет,,ресторан,Западный административный округ,Можайский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Можайское шоссе, дом 45А",PublicPhone:нет телефона,49,нет,37.407843,55.716509745967166,"type:Point
coordinates:37.407843,55.716509746","{type=Point, coordinates=[37.407843, 55.716509746]}"
11814,441493,Братья Гримм,2656568440,нет,,ресторан,Северо-Западный административный округ,район Куркино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Куркино, Воротынская улица, дом 6",PublicPhone:(906) 703-64-55,100,нет,37.400294,55.88812779599826,"type:Point
coordinates:37.400294,55.888127796","{type=Point, coordinates=[37.400294, 55.888127796]}"
11815,441531,ПоЧесноку,2656568441,нет,,ресторан,Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, 2-й Николощеповский переулок, дом 4",PublicPhone:нет телефона,42,нет,37.58172199999999,55.74902975538936,"type:Point
coordinates:37.581722,55.749029755","{type=Point, coordinates=[37.581722, 55.749029755]}"
11816,440872,Тануки,2656568445,да,Тануки,ресторан,Северо-Западный административный округ,район Южное Тушино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, улица Свободы, дом 48, корпус 1",PublicPhone:(499) 729-57-67,98,нет,37.454191,55.84897478451741,"type:Point
coordinates:37.454191,55.848974785","{type=Point, coordinates=[37.454191, 55.848974785]}"
11817,440979,Fatto a mano,2656568447,нет,,ресторан,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 2",PublicPhone:(906) 094-56-30,48,нет,37.60458599999999,55.77442076276499,"type:Point
coordinates:37.604586,55.774420763","{type=Point, coordinates=[37.604586, 55.774420763]}"
11818,341245,Чайный бар «Элемента»,2656568474,нет,,бар,Южный административный округ,район Нагатинский Затон,"город Москва, Коломенская улица, дом 12, корпус 1",PublicPhone:(904) 567-42-35,10,нет,37.69467551703181,55.68108766080149,"type:Point
coordinates:37.694675517,55.681087661","{type=Point, coordinates=[37.694675517, 55.681087661]}"
11819,440975,Спортбар «ФОНБЕТ»,2656568494,нет,,бар,Южный административный округ,район Чертаново Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Балаклавский проспект, дом 5А",PublicPhone:нет телефона,0,нет,37.608242,55.64060772408163,"type:Point
coordinates:37.608242,55.640607724","{type=Point, coordinates=[37.608242, 55.640607724]}"
11820,440737,Натроих,2656568496,нет,,бар,Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 6/2",PublicPhone:нет телефона,15,нет,37.597418000000005,55.75166675615458,"type:Point
coordinates:37.597418,55.751666756","{type=Point, coordinates=[37.597418, 55.751666756]}"
11821,440768,НЕВОД,2656568497,нет,,бар,Новомосковский административный округ,район Коммунарка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, улица Василия Ощепкова, дом 6",PublicPhone:(925) 892-88-20,26,нет,37.46732,55.555036,"type:Point
coordinates:37.46732,55.555036","{type=Point, coordinates=[37.46732, 55.555036]}"
11822,440391,Курорт,2656568499,нет,,бар,Центральный административный округ,район Замоскворечье,"город Москва, Пятницкая улица, дом 31, строение 5",PublicPhone:(903) 197-24-63,30,нет,37.62923899999999,55.74062475295152,"type:Point
coordinates:37.629239,55.740624753","{type=Point, coordinates=[37.629239, 55.740624753]}"
11823,441218,ВКУСБИР,2656568501,нет,,бар,Северо-Западный административный округ,район Северное Тушино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, Планерная улица, дом 14",PublicPhone:(926) 235-32-41,22,нет,37.436665000000005,55.863850788874856,"type:Point
coordinates:37.436665,55.863850789","{type=Point, coordinates=[37.436665, 55.863850789]}"
11824,441794,Анталья,2656568503,нет,,бар,Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 36/2, строение 1",PublicPhone:нет телефона,10,нет,37.589106,55.74893575536208,"type:Point
coordinates:37.589106,55.748935755","{type=Point, coordinates=[37.589106, 55.748935755]}"
11825,442028,Берлога,2656568504,нет,,бар,Северный административный округ,Савёловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, 1-я Хуторская улица, дом 8",PublicPhone:(999) 819-89-33,24,нет,37.57025797835908,55.80300245527668,"type:Point
coordinates:37.570257978,55.803002455","{type=Point, coordinates=[37.570257978, 55.803002455]}"
11826,111850,Spichki,2656568505,нет,,бар,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 7, строение 1",PublicPhone:(968) 710-77-70,16,нет,37.620726117658165,55.76930068024607,"type:Point
coordinates:37.620726118,55.76930068","{type=Point, coordinates=[37.620726118, 55.76930068]}"
11827,441793,АНТИСТРЕСС,2656568508,нет,,кафе,Южный административный округ,Донской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Варшавское шоссе, дом 33, строение 12",PublicPhone:(925) 378-34-44,22,нет,37.622451,55.69135173869665,"type:Point
coordinates:37.622451,55.691351739","{type=Point, coordinates=[37.622451, 55.691351739]}"
11828,442032,"CARBASE (Кафе,зона ожидания)",2656568511,нет,,кафе,Западный административный округ,район Фили-Давыдково,"город Москва, Кутузовский проспект, дом 57",PublicPhone:нет телефона,16,нет,37.476768,55.7278847492598,"type:Point
coordinates:37.476768,55.727884749","{type=Point, coordinates=[37.476768, 55.727884749]}"
11829,441920,Argomentо Backyard Bar,2656568513,нет,,кафе,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 41",PublicPhone:(901) 736-90-50,14,нет,37.53163099999999,55.73876775241314,"type:Point
coordinates:37.531631,55.738767752","{type=Point, coordinates=[37.531631, 55.738767752]}"
11830,441946,ВкусВилл (кафе),2656568515,да,ВкусВилл,кафе,Западный административный округ,район Тропарёво-Никулино,"город Москва, улица Покрышкина, дом 7, корпус 1",PublicPhone:нет телефона,5,нет,37.468250999999995,55.66458673097968,"type:Point
coordinates:37.468251,55.664586731","{type=Point, coordinates=[37.468251, 55.664586731]}"
11831,442014,Буханка,2656568519,да,Буханка,кафе,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 14",PublicPhone:нет телефона,7,нет,37.48725399999999,55.6614347300721,"type:Point
coordinates:37.487254,55.66143473","{type=Point, coordinates=[37.487254, 55.66143473]}"
11832,441797,Sweet Clouds,2656568522,нет,,кафе,Новомосковский административный округ,район Коммунарка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Воскресенское, дом 15",PublicPhone:нет телефона,12,нет,37.444512,55.526409,"type:Point
coordinates:37.444512,55.526409","{type=Point, coordinates=[37.444512, 55.526409]}"
11833,441845,Zoe Кафе,2656568524,нет,,кафе,Центральный административный округ,Красносельский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Мясницкая улица, дом 13, строение 20",PublicPhone:(911) 129-35-73,60,нет,37.633878,55.76392375971377,"type:Point
coordinates:37.633878,55.76392376","{type=Point, coordinates=[37.633878, 55.76392376]}"
11834,441852,Timesburg,2656568525,нет,,кафе,Юго-Западный административный округ,Обручевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Гарибальди, дом 18",PublicPhone:(999) 988-40-89,25,нет,37.54489999999999,55.67291773337973,"type:Point
coordinates:37.5449,55.672917733","{type=Point, coordinates=[37.5449, 55.672917733]}"
11835,441874,Том,2656568528,нет,,кафе,Северо-Восточный административный округ,район Свиблово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, Сельскохозяйственная улица, дом 38, корпус 2",PublicPhone:(968) 400-51-50,12,нет,37.631179,55.84767278413631,"type:Point
coordinates:37.631179,55.847672784","{type=Point, coordinates=[37.631179, 55.847672784]}"
11836,441881,Еж и Устрица,2656568530,нет,,кафе,Центральный административный округ,Мещанский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Пушечная улица, дом 4, строение 1",PublicPhone:нет телефона,20,нет,37.622409,55.76060475874962,"type:Point
coordinates:37.622409,55.760604759","{type=Point, coordinates=[37.622409, 55.760604759]}"
11837,441668,Дабл Би,2656568532,да,Дабл Би,кафе,Центральный административный округ,район Якиманка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Большая Якиманка, дом 14",PublicPhone:(920) 814-59-76,16,нет,37.614218,55.73134775026288,"type:Point
coordinates:37.614218,55.73134775","{type=Point, coordinates=[37.614218, 55.73134775]}"
11838,441612,Ноокат самса,2656568533,нет,,кафе,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, владение 1Б, строение 1",PublicPhone:(916) 692-53-85,15,нет,37.796942000000016,55.81094177340276,"type:Point
coordinates:37.796942,55.810941773","{type=Point, coordinates=[37.796942, 55.810941773]}"
11839,441735,Zotman Pizza,2656568535,да,Zotman Pizza,кафе,Северо-Западный административный округ,район Строгино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Таллинская улица, дом 14",PublicPhone:(915) 194-05-25,12,нет,37.400477000000016,55.79865076981884,"type:Point
coordinates:37.400477,55.79865077","{type=Point, coordinates=[37.400477, 55.79865077]}"
11841,441123,Шоколадница,2656568539,да,Шоколадница,кафе,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Старокачаловская улица, дом 5А",PublicPhone:нет телефона,0,нет,37.57931500000001,55.56988170382228,"type:Point
coordinates:37.579315,55.569881704","{type=Point, coordinates=[37.579315, 55.569881704]}"
11842,441273,Pizza Heart,2656568540,нет,,кафе,Западный административный округ,район Очаково-Матвеевское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Большая Очаковская улица, дом 40",PublicPhone:(495) 478-88-19,8,нет,37.447527702366315,55.677374933102406,"type:Point
coordinates:37.447527702,55.677374933","{type=Point, coordinates=[37.447527702, 55.677374933]}"
11843,441176,Tricky,2656568544,нет,,кафе,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Мясницкая улица, дом 42, строение 2",PublicPhone:(916) 773-56-66,25,нет,37.64244099999999,55.766870760570114,"type:Point
coordinates:37.642441,55.766870761","{type=Point, coordinates=[37.642441, 55.766870761]}"
11844,441179,Мамина Пекарня,2656568545,нет,,кафе,Западный административный округ,район Филёвский Парк,"город Москва, улица Барклая, дом 10",PublicPhone:(985) 035-47-10,31,нет,37.499282,55.743401,"type:Point
coordinates:37.499282,55.743401","{type=Point, coordinates=[37.499282, 55.743401]}"
11845,441203,Surf Coffee,2656568550,да,Surf Coffee,кафе,Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Новый Арбат, дом 24",PublicPhone:нет телефона,7,нет,37.588188,55.753169756590815,"type:Point
coordinates:37.588188,55.753169757","{type=Point, coordinates=[37.588188, 55.753169757]}"
11846,441217,СВШ,2656568551,нет,,кафе,Зеленоградский административный округ,район Крюково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1561Б",PublicPhone:(925) 656-97-21,30,нет,37.151023,55.977868,"type:Point
coordinates:37.151023,55.977868","{type=Point, coordinates=[37.151023, 55.977868]}"
11847,441640,ROASTER,2656568552,нет,,кафе,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 32",PublicPhone:(915) 423-09-85,18,нет,37.603106,55.77684776347084,"type:Point
coordinates:37.603106,55.776847763","{type=Point, coordinates=[37.603106, 55.776847763]}"
11848,441569,Дринкит,2656568554,нет,,кафе,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижний Сусальный переулок, дом 5, строение 9",PublicPhone:нет телефона,7,нет,37.66376999999999,55.76073175878653,"type:Point
coordinates:37.66377,55.760731759","{type=Point, coordinates=[37.66377, 55.760731759]}"
11849,441516,Кофейня «Кофекуб»,2656568555,нет,,кафе,Южный административный округ,район Нагатинский Затон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Корабельная улица, дом 17, корпус 2",PublicPhone:(980) 460-71-48,22,нет,37.697308,55.682829736237565,"type:Point
coordinates:37.697308,55.682829736","{type=Point, coordinates=[37.697308, 55.682829736]}"
11850,441520,Пивной погребок,2656568556,нет,,кафе,Южный административный округ,район Царицыно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Бакинская улица, дом 29",PublicPhone:(985) 390-19-83,16,нет,37.66104099999999,55.61823671765955,"type:Point
coordinates:37.661041,55.618236718","{type=Point, coordinates=[37.661041, 55.618236718]}"
11851,441521,Кулинарная лавка братьев Караваевых,2656568557,да,Кулинарная лавка братьев Караваевых,кафе,Западный административный округ,район Раменки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 27",PublicPhone:(499) 586-00-07,45,нет,37.50026400000001,55.697493740470165,"type:Point
coordinates:37.500264,55.69749374","{type=Point, coordinates=[37.500264, 55.69749374]}"
11852,441364,Буханка,2656568561,да,Буханка,кафе,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Амурская улица, дом 2, корпус 2",PublicPhone:(968) 390-23-32,4,нет,37.752104,55.805275,"type:Point
coordinates:37.752104,55.805275","{type=Point, coordinates=[37.752104, 55.805275]}"
