category,fullname,shortname,address,location
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 98 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 98 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Дорожная улица, дом 26",POINT(37.618967701 55.59771065)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Бартеневская улица, дом 61",POINT(37.51599392 55.545312548)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 11 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 11 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, Ленская улица, дом 21А",POINT(37.65768001 55.867090174)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 132 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 132 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 22",POINT(37.405010631 55.643326398)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 145 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 145 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Алма-Атинская улица, дом 6, корпус 1",POINT(37.768867953 55.64112774)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 12 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 12 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Елецкая улица, дом 35, корпус 1",POINT(37.740733554 55.601201125)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Миклухо-Маклая, дом 29, корпус 3",POINT(37.517716981 55.648339489)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 130 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, улица Академика Павлова, дом 40А",POINT(37.408291921 55.743185675)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 133 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 133 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Смольная улица, дом 55А",POINT(37.474405085 55.86701894)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 10 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Марии Ульяновой, дом 13",POINT(37.523420291 55.680330214)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 120 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 7",POINT(37.833269152 55.760885212)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 7 Департамента здравоохранения города Москвы». Поликлиника детская,ГБУЗ Поликлиника «Троицкая» филиал № 7 ДЗМ. Поликлиника детская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филимонковский, посёлок Птичное, Лесная улица, дом 86",POINT(37.21478908 55.526482781)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 11 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 11 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, Уржумская улица, дом 4А",POINT(37.661947985 55.852110312)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 133 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 133 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Молжаниновский, Синявинская улица, дом 1Б",POINT(37.35127882 55.946994742)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 39 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 39 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 18А",POINT(37.577124368 55.782172766)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 94 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 94 филиал № 4 ДЗМ,"город Москва, бульвар Яна Райниса, дом 47",POINT(37.405709534 55.849516231)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал №1 Департамента здравохранения города Москвы». Филиал,ГБУЗ ДГП № 143 филиал № 1 ДЗМ. Филиал,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нижегородский, Перовское шоссе, дом 16/2",POINT(37.751411347 55.73565708)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 филиал № 4 Департамента здравоохранения города Москвы».Специализированное учреждение,ГБУЗ ДГП № 69 филиал № 4 ДЗМ. Специализированное учреждение,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Винокурова, дом 4, корпус 3",POINT(37.582063591 55.688782233)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 48 филиал № 3 Департамента здравоохранения города Москвы». Подразделение 1,ГБУЗ ДГП № 48 филиал № 3 ДЗМ. Подразделение 1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Волжский бульвар, дом 9",POINT(37.746176015 55.715689913)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Сибирский проезд, дом 1, строение 1",POINT(37.680538051 55.733570514)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 105 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 105 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 348А, строение 1",POINT(37.225186681 55.99459413)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 3 Департамента здравоохранения города Москвы». Кабинет врача педиатра,ГБУЗ Поликлиника г. Московский филиал № 3 ДЗМ. Кабинет врача педиатра,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Завода Мосрентген, дом 32А, строение 1",POINT(37.472490683 55.619681435)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 7 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 7 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 12А",POINT(37.812829084 55.749477583)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 39 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 39 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Красноармейская улица, дом 30А",POINT(37.541669989 55.801971999)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Касаткина, дом 9",POINT(37.659587513 55.826060059)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марфино, улица Академика Комарова, дом 1Г",POINT(37.597315326 55.82974633)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 129 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 129 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 28А",POINT(37.592598169 55.62050172)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Щербинская» Департамента здравоохранения города Москвы». Детское поликлиническое отделение,ГБУЗ Поликлиника «Щербинская» ДЗМ. Детское поликлиническое отделение,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, город Щербинка, Первомайская улица, дом 10, строение 1",POINT(37.570283902 55.504537012)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 91 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 91 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Коломенская набережная, дом 14, корпус 2",POINT(37.701879345 55.678738063)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ярославский, Лосевская улица, дом 4",POINT(37.71090737 55.872880094)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 148 филиал № 4 ДЗМ,"город Москва, 3-й квартал Капотня, дом 27",POINT(37.802736542 55.637409592)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 4 Департамента здравоохранения города Москвы». Поликлиника детская,ГБУЗ Поликлиника «Троицкая» филиал № 4 ДЗМ. Поликлиника детская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Коммунарка, улица Александры Монаховой, дом 96, корпус 1",POINT(37.487606869 55.540665591)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 125 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 125 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Лескова, дом 22А",POINT(37.607645482 55.896100934)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Большой Козловский переулок, дом 9, строение 1",POINT(37.64748189 55.766888785)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 39 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 39 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, проезд Берёзовой Рощи, дом 2",POINT(37.52084848 55.785217984)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Беловежская улица, дом 43",POINT(37.39444365 55.710134339)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Семёновская набережная, дом 3/1, корпус 1",POINT(37.7081432 55.779127383)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский филиал № 2 Департамента здравоохранения города Москвы». Кабинет врача педиатра,ГБУЗ Поликлиника г. Московский филиал № 2 ДЗМ. Кабинет врача педиатра,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, посёлок Совхоза &quot;Крёкшино&quot;, дом 18А",POINT(37.107838391 55.593619253)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 130 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, улица Крылатские Холмы, дом 5",POINT(37.423705346 55.74837365)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 145 Департамента здравоохранения города Москвы». Детское отделение,ГБУЗ ДГП № 145 ДЗМ. Детское отделение,"город Москва, Каширское шоссе, дом 57, корпус 1",POINT(37.695479546 55.637564752)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 105 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 105 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 805, строение 1",POINT(37.190629308 55.978919728)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 69 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Азовская улица, дом 20, корпус 2",POINT(37.596873504 55.655395574)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 7 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 7 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, 2-я Мелитопольская улица, дом 13",POINT(37.577245001 55.537007223)
