category,fullname,shortname,address,location
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 69 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 69 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Нагорная улица, дом 38, корпус 1",POINT(37.593055701 55.671390413)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 32 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 32 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Фадеева, дом 8",POINT(37.59756118 55.775546858)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 филиал № 1 Департамента здравоохранения города Москвы». Педиатрическое отделение «Рублево»,ГБУЗ ДГП № 130 филиал № 1 ДЗМ. Педиатрическое отделение «Рублево»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, посёлок Рублёво, Советская улица, дом 2",POINT(37.352574482 55.784293536)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 150 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 150 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 1",POINT(37.753311704 55.665743415)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 140 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 140 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, бульвар Яна Райниса, дом 4, корпус 6",POINT(37.430725299 55.851738609)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 10 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Академика Пилюгина, дом 26, корпус 5",POINT(37.532714783 55.67412262)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 2 Департамента здравоохранения города Москвы». Поликлиника детская,ГБУЗ Поликлиника «Троицкая» филиал № 2 ДЗМ. Поликлиника детская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Коммунарка, Фитарёвская улица, дом 27, строение 1",POINT(37.476609057 55.563998158)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 150 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 150 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, проспект 40 лет Октября, дом 25",POINT(37.746825585 55.674044925)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Поклонная улица, дом 8, корпус 2А",POINT(37.529689463 55.736895764)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 130 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 130 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, улица Пивченкова, дом 9",POINT(37.475438899 55.736420067)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 38 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 38 ДЗМ,"город Москва, улица 10-летия Октября, дом 2, строение 1",POINT(37.561442908 55.72538572)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Тимуровская улица, дом 3",POINT(37.663372216 55.625747577)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Веерная улица, дом 36, корпус 1",POINT(37.479379621 55.712780839)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, улица Авиаконструктора Миля, дом 5, корпус 1",POINT(37.853908556 55.686859949)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 7 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 7 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 3",POINT(37.82987812 55.739003936)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника г. Московский Департамента здравоохранения города Москвы». Поликлиника № 2,ГБУЗ Поликлиника г. Московский ДЗМ. Поликлиника № 2,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филимонковский, город Московский, Радужная улица, дом 7",POINT(37.372996463 55.591707525)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 104 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Новорогожская улица, дом 34, строение 1",POINT(37.690282448 55.738819862)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 42 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 42 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Голубинская улица, дом 21, корпус 2",POINT(37.526497473 55.600467155)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 14",POINT(37.400615547 55.723480526)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ферганская улица, дом 10, корпус 2",POINT(37.807913996 55.708444687)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 143 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, 1-я Вольская улица, дом 3, корпус 1",POINT(37.917046389 55.68356493)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Южнобутовская улица, дом 87",POINT(37.56821598 55.550558602)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 5 Департамента здравоохранения города Москвы». Поликлиника детская,ГБУЗ Поликлиника «Троицкая» филиал № 5 ДЗМ. Поликлиника детская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вороново, посёлок ЛМС, микрорайон &quot;Центральный&quot;, дом 25А, строение 1",POINT(37.181941349 55.318572897)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 133 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 133 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Флотская улица, дом 9А, строение 1",POINT(37.500960009 55.855282012)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 145 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 145 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 10, корпус 3",POINT(37.740883989 55.634397298)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 148 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Новочеркасский бульвар, дом 6, строение 1",POINT(37.714255139 55.645567982)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 140 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 140 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 34",POINT(37.364600652 55.845615151)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 28 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 28 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Открытое шоссе, дом 24, корпус 6",POINT(37.755222106 55.822267577)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 105 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 105 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1513, строение 1",POINT(37.161114118 55.980474556)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 120 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Святоозерская улица, дом 10",POINT(37.885150047 55.713776142)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 15 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 15 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, улица Всеволода Вишневского, дом 4А",POINT(37.574517793 55.813698691)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 145 Департамента здравоохранения города Москвы». Подразделение,ГБУЗ ДГП № 145 ДЗМ. Подразделение,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 49, корпус 1",POINT(37.747781546 55.61527725)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 42 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 42 ДЗМ,"город Москва, Голубинская улица, дом 23, корпус 2",POINT(37.532544551 55.599348563)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, улица Брусилова, дом 17, корпус 1",POINT(37.583457627 55.502836539)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» Департамента здравоохранения города Москвы». Амбулатория «Рогово» (детское),ГБУЗ Поликлиника «Троицкая» ДЗМ. Амбулатория Рогово (детское),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вороново, посёлок Рогово, Школьная улица, дом 8А",POINT(37.073247575 55.212886572)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 111А",POINT(37.522473282 55.631655344)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» Департамента здравоохранения города Москвы». Рудневская амбулатория детская,ГБУЗ Поликлиника «Троицкая» ДЗМ. Рудневская амбулатория детская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бекасово, деревня Яковлевское, дом 4",POINT(36.941417789 55.465178288)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 110 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 110 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, Полярная улица, дом 11",POINT(37.634811975 55.874185685)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 30 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 30 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, улица Артамонова, дом 6, строение 1",POINT(37.458577101 55.719440893)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 15 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 15 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бескудниковский, Рогачёвский переулок, дом 3, строение 1",POINT(37.551529315 55.868421236)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 32 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 32 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Антонова-Овсеенко, дом 8, строение 1",POINT(37.536096764 55.757909707)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 58 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 58 филиал № 2 ДЗМ,"город Москва, Новощукинская улица, дом 10, корпус 1",POINT(37.455759745 55.806194531)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 122 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 122 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Амурская улица, дом 62А",POINT(37.790917346 55.812275377)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 61 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 61 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, 2-й Южнопортовый проезд, дом 25, корпус 1",POINT(37.687502103 55.702675956)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Михневская улица, дом 21, строение 1",POINT(37.667323051 55.580102941)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 61 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 61 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, 2-я улица Синичкина, дом 6, строение 1",POINT(37.710465168 55.763016311)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Профсоюзная улица, дом 154, корпус 5",POINT(37.500786934 55.62308388)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 129 Департамента здравоохранения города Москвы». Педиатрическое отделение № 4 Северное Чертаново,ГБУЗ ДГП № 129 ДЗМ. ПО № 4 Северное Чертаново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, микрорайон Северное Чертаново, корпус 805",POINT(37.593061342 55.633288143)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 131 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 131 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Раменки, дом 27",POINT(37.491978218 55.689203847)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 48 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 48 филиал № 1 ДЗМ,"город Москва, улица Фёдора Полетаева, дом 22",POINT(37.778490048 55.709940288)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 10 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Новаторов, дом 7",POINT(37.52697012 55.664089541)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 81 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 81 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, улица Генерала Антонова, дом 11",POINT(37.540501619 55.643326383)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 3 Департамента здравоохранения города Москвы». Поликлиника детская,ГБУЗ Поликлиника «Троицкая» филиал № 3 ДЗМ. Поликлиника детская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коммунарка, посёлок Воскресенское, дом 37Б",POINT(37.457051888 55.523817717)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 148 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Перервинский бульвар, дом 18, корпус 1",POINT(37.768959041 55.65446944)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 98 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 98 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Чертановская улица, дом 62, корпус 2",POINT(37.587209925 55.59878527)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 99 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, 9-й проезд Марьиной Рощи, дом 6, строение 1",POINT(37.61393365 55.801567452)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 118 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Ратная улица, дом 8Г",POINT(37.582291721 55.574739664)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 98 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 98 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Булатниковский проезд, дом 16А",POINT(37.658765465 55.577745335)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 7 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 7 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 29А",POINT(37.783488004 55.755475173)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 58 филиал № 1 № 58 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 58 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Кулакова, дом 13",POINT(37.398327857 55.809457278)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 10 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 10 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Университетский проспект, дом 4",POINT(37.554415419 55.696803784)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 38 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 38 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Проточный переулок, дом 3-5, строение 1",POINT(37.581235809 55.750094769)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, улица Кошкина, дом 10, корпус 1",POINT(37.67072098 55.640402875)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 23 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 23 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Элеваторная улица, дом 15",POINT(37.660410164 55.602761198)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 125 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 125 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Лескова, дом 8Б",POINT(37.595254344 55.89581529)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 7 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 7 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 5А",POINT(37.822520246 55.723247233)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 39 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 39 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Вятская улица, дом 37",POINT(37.580816306 55.798879337)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 125 филиал № 6 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 125 филиал № 6 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 165Д, корпус 7",POINT(37.541460558 55.923897956)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 52 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 52 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Матросская Тишина, дом 14",POINT(37.694772369 55.789695916)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 61 филиал № 4 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 61 филиал № 4 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 23, строение 177",POINT(37.655160634 55.695670643)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 86 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 86 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Дегунинская улица, дом 8А",POINT(37.538823742 55.86529511)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Кузнечики» Департамента здравоохранения города Москвы».,ГБУЗ Поликлиника «Кузнечики» ДЗМ.,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щербинка, посёлок Знамя Октября, дом 9А",POINT(37.544076754 55.475954062)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 120 филиал № 3 ДЗМ,"город Москва, улица Недорубова, дом 2",POINT(37.929896899 55.698575225)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 86 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 86 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Коровинское шоссе, дом 36А",POINT(37.518195208 55.887439415)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 120 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 120 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 36А",POINT(37.868867428 55.741883533)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 140 филиал № 2 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 140 филиал № 2 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Ангелов переулок, дом 9, корпус 1",POINT(37.346547458 55.850831156)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148 филиал № 3 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 148 филиал № 3 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Новочеркасский бульвар, дом 35",POINT(37.734048071 55.649736921)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника «Троицкая» филиал № 1 Ватутинская поликлиника Департамента здравоохранения города Москвы». Детское поликлиническое отделение,ГБУЗ Поликлиника «Троицкая» филиал № 1 Ватутинская поликлиника ДЗМ. Детское поликлиническое отделение,"Российская Федерация, город Москва, внутригородская территория городской округ Троицк, Нововатутинский проспект, дом 12А",POINT(37.351090302 55.519769858)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 94 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 94 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, Вишнёвая улица, дом 20, корпус 2",POINT(37.449426654 55.833396877)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 125 филиал № 5 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 125 филиал № 5 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Псковская улица, дом 11, корпус 2",POINT(37.552304816 55.907450439)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 12 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 12 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Домодедовская улица, дом 34, корпус 2",POINT(37.711802359 55.603803494)
Поликлиника детская,Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 129 филиал № 1 Департамента здравоохранения города Москвы»,ГБУЗ ДГП № 129 филиал № 1 ДЗМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Ялтинская улица, дом 1, корпус 2",POINT(37.610586404 55.649266883)
